Name,SaxoId,WpId,Boten
-3951350052943155085,20204400,2400,"Pøah,HTal8+ '17,Eerstejaars Zwaar 2018,Vønk,Middengroep Zwaar,Verløren Jøngens"
6971605881478375556,20204408,2427,"Team crul,Heren Project8+"
1528853728388073478,20204409,2430,"Crescendø,Dtal8+ '17,Eerstejaars Dames 2018,Eerstejaars Dames,Heren Clubacht"
-4391989292748680265,20204430,2397,"Pøah,HCl8+,Eerstejaars Zwaar,Verløren Jøngens,Middengroep Zwaar"
-2778033484388471801,20204432,2451,"Usain Bøat,HCl8+,Eerstejaars Licht,Heren Clubacht"
9204858973625107004,20204439,2466,"Usain Bøat,Gucci Gang,Prøminent,Heren Project8+"
-3497743752864622108,20204447,2546,"Førstemannen,Kørt maar krachtig,Vløt,Eerstejaars Lichte Dames,Bøb de Bøuwen,Dørstig vør Gøud,Øltra,DCl4*,Eerstejaars Zwaar,Sløøpkøgel,Dames TopC4+,Sødå,Scøtch"
-5725863602510074635,20204449,2625,"Eerstejaars Lichte Dames 2018,Middengroep Lichte Dames,Ouderejaars Dames,Nøg Ønbekend,Heren Clubvier - Gerstekracht,Vinø"
-686948887664435615,20204456,2666,"Førtuna,Bøb de Bøuwen,Øltra,Dames TopC4+,Watskebørt,Kørt maar Krachtig"
1513287775483203143,20204461,2641,"Drøwning,Te Drøk,Drøwning 2.0,Tot de Bødem,Prøminent"
-5557698788261319648,20204465,2595,"HTopC4+,Bierzøssen,Escøllatie,Heren TopC4+"
-4865910905311543642,20204468,2512,"DTopC4+,Øuwe Pik Øuwe Pijp ,Sønna,ØL ER GULL,ØDØL ER GULL"
6422421316254291315,20204470,2734,Støømboot
-6937182425127120332,20204474,2741,"ØØGAPPELTJES,VRØØM,Niteø"
1320362666237811540,20204476,2472,"Lørelei,Desbøøt voor de smaak"
-9135296334239723910,20204482,2612,"DCl8+,Eerstejaars Dames,Middengroep Dames"
-8629025852844262535,20204486,2664,"Bierzøssen,Escøllatie,Niteø"
8644292963068456143,20204487,2726,"Søepøltjes,Escøllatie,Dames Project 8+,Dames TopC4+,DCl4*,Dames Clubdubbelvier,Dames Clubvier - Cømme ci Cømme ça,VRIJMIBØØT"
4599458696488101785,20204488,2606,"HTopC4+,HØUDØE,Heren Talenten 8+,HCL8+,Cøølman 2.0,Øzøsnel,Eerstejaars Lichte Dames"
5507794444172431374,20204491,2657,"HCl8+,Desbøøt voor de smaak"
1034561193072855835,20204494,2747,"Søepøltjes,Escøllatie,Merløt"
5849264444397977284,20204497,2619,"DTopC4+,Øuwe Pik Øuwe Pijp ,Sønna,ØL ER GULL,Høe cuz ‘vø kus,Dames Clubacht,ØDØL ER GULL,Heren TopC4+"
6731756802040598965,20204500,2544,"DTopC4+,Øuwe Pik Øuwe Pijp ,Dames Talenten 8+,Eerstejaars Dames,Middengroep Dames"
-8569477652069412722,20204501,2504,"Eerstejaars Dames 2018,Middengroep Dames"
867756940596989549,20204504,2540,"DTopC4+,Øuwe Pik Øuwe Pijp ,Dames Talenten 8+,Sønna,ØL ER GULL,Heren Talenten 8+,ØDØL ER GULL"
-4709508771780080101,20204507,2485,"DTopC4+,Øuwe Pik Øuwe Pijp ,Sønna,Høe cuz ‘vø kus,Eerstejaars Dames,Kabøters"
-9193762826200332943,20204511,2602,"HTopC4+,Søepøltjes,Escøllatie,Cøølman,Merløt,Fiascø"
1183535438629299816,20204512,2492,"Komt Gøed,Snøøkies,VRØØM"
7533797211165421564,20204516,2479,"Big Bøaty,Boot & Huysch ringvaartploeg"
-7827501488708938896,20204528,2732,"ØDØL,Snøøkies,GØLDSTRIKE,ØDØL ER GULL"
-6742400682305992939,20204530,2616,"Møartens Angels,GØLDSTRIKE,Zøef"
-2629146328515450498,20204538,2508,"HCl8+,Eerstejaars Zwaar,HØYE,Røllø,Merløt"
-4277064397307638207,20204539,2608,"HTopC4+,VØAR-TUIG,Cøølman,Zøef"
630407973964190325,20204543,2587,Kanthari
-592207733282106026,20204544,2738,"Kørt maar krachtig,Bøb de Bøuwen,Øltra,Heren Clubacht,Watskebørt"
-1476955953755741534,20204552,2644,"Bierzøssen,Escøllatie,Øzøsnel"
-330108605526871870,20204555,2482,"Vønk,VRØØM,Dørstig vør Gøud,Øzøsnel"
-3354674109828330622,20204556,2754,Løvejeger
1267586609473606991,20204564,2682,"Kørt maar krachtig,Bøb de Bøuwen,Øltra,Watskebørt,Fiascø"
3798242923337877183,20204565,2699,"Twørk,Støk"
-1572757888817211629,20204575,2585,"HCl8+,Eerstejaars Zwaar,Heren Clubacht,Dames Clubacht,Zønder Døllen"
3133043987455785660,20204576,2572,"Gøande,Bløb"
3519717746475611255,20204578,2539,"ØDØL,GØLDSTRIKE"
-6758855539989566852,20204580,2731,"Søepøltjes,Escøllatie,Merløt"
2183821686658455298,20204582,2767,"ØDØL,Snøøkies,GØLDSTRIKE"
-798968570999977397,20204586,2497,"Førstemannen,HCL8+,Sabøøtage,Øzøsnel"
8747181101334151168,20204587,2575,"DTopC4+,Øuwe Pik Øuwe Pijp ,Sønna,ØL ER GULL,Høe cuz ‘vø kus,Dames Clubacht,ØDØL ER GULL"
2054947062710978086,20204588,2638,"Eerstejaars Zwaar 2018,Middengroep Zwaar"
-7467929720437789489,20204591,2475,Gøande
-6100260201596300619,20204596,2721,"ØDØL,Snøøkies,GØLDSTRIKE,ØDØL ER GULL"
-7150430373373180874,20204597,2507,"STRIJDLØSTIG,STØRM,LØRELEI"
8512257703873969082,20204601,2490,Røwls-Røyce
8902004941223344461,20204604,2688,"Eerstejaars Dames 2018,Middengroep Dames,Ouderejaars Dames"
-7382012980037070950,20204605,2496,"DTopC4+,Øuwe Pik Øuwe Pijp ,Dames Talenten 8+,Eerstejaars Dames,Middengroep Dames,Dames Clubacht"
-2156625190092994291,20204612,2679,"DTopC4+,Sønna,ØL ER GULL,Høe cuz ‘vø kus,Dames Clubacht,ØDØL ER GULL"
8839388401881079772,20204615,2652,"Eerstejaars Lichte Dames 2018,HØYE,Dames Project 8+"
-4111777975380820513,20204617,2702,"Møartens Angels,Øuwe Pik Øuwe Pijp ,HCL8+,GØLDSTRIKE,Tijgørs,Heren Talenten 8+,Zøef,Heren Clubvier - Gerstekracht"
9152812144620788372,20204618,2538,"Møartens Angels,GØLDSTRIKE"
8481860392427489955,20204619,2570,"DTopC4+,Øuwe Pik Øuwe Pijp ,Dames Talenten 4*,Sønna"
1001085892271640410,20204621,2707,"STØEIPØEZEN,ØL ER GULL,STRØØIERS,ØDØL,Støei,ØDØL ER GULL"
5387637176193885116,20204624,2515,"Bierzøssen,Escøllatie"
-573763874707354262,20204625,2558,"STØEIPØEZEN,ØL ER GULL,STRØØIERS,Støei,ØDØL ER GULL,Veløcità"
-7284810108612142408,20204628,2654,"Bierzøssen,Escøllatie"
-1604000141643000476,20204638,2698,"DCl8+,Dames Talenten 4*,Eerstejaars Lichte Dames,Middengroep Lichte Dames"
8958825148969786203,20204642,2500,"HTopC4+,Heren Talenten 8+,Eerstejaars Licht,Dames Talenten 4*,Dames Clubacht,Cøølman 2.0,Tøtal løss,Eerstejaars Lichte Dames"
7240238706533338916,20204643,2748,"Drøwning,LØWINNEN,Te Drøk,Drøwning 2.0,Prøminent"
-1126875584035284443,20204644,2717,"Eerstejaars Licht 2018,Kale Røbin,Sødå,Scøtch,Heren Project8+"
1130671369746132430,20204647,2715,"STRIJDLØSTIG,DCL8+,STØRM,DCl4*,Dames Clubdubbelvier"
8957323647611774019,20204648,2755,Bløb
4421069550085906468,20204650,2498,"Eerstejaars Zwaar 2018,DCL8+,Middengroep Dames"
-4859963377283944008,20204651,2573,STØEIPØEZEN
5269808129498704187,20204654,2621,"STØEIPØEZEN,ØL ER GULL,STRØØIERS,Støei,ØDØL ER GULL"
1126892851866917784,20204658,2765,"STØEIPØEZEN,ØL ER GULL,STRØØIERS,Støei,ØDØL ER GULL,Veløcità"
8743207466483493802,20204660,2484,"Big Bøaty,Amatørs,Øuwe Pik Øuwe Pijp ,V∅∅RUIT,Dames Project 8+"
-6265649989823815813,20204661,2649,"Møartens Angels,GØLDSTRIKE"
5804516120333097742,20204663,2614,"Kørt maar krachtig,Bøb de Bøuwen,Øltra"
-7363544722867717727,20204665,2571,"HTopC4+,VØAR-TUIG,Cøølman,Zøef"
209923652022731299,20204666,2605,"Ouderejaars Licht,Ouderejaars Heren"
5740961191772322478,20204668,2637,Komt Gøed
6089307486745560503,20204670,2480,"Førstemannen,Sabøøtage,Desbøøt voor de smaak,Heren Talenten 8+,Vergeten støømuil,Vergeten Støømuil 2.0"
-2246255871539373278,20204673,2599,"Eerstejaars Dames 2018,Øuwe Pik Øuwe Pijp ,DCL8+,GLITTØR,Eerstejaars Dames"
2007140624509205358,20204678,2552,"Twørk,Støk,Bliksøm,Veløcità"
-8309438938775178002,20204680,2554,"Eerstejaars Licht 2018,Kanthari,Verløren Jøngens"
1218144736689668947,20204681,2542,"Eerstejaars Dames 2018,Eerstejaars Dames"
-6825439228164666778,20204682,2704,"Møartens Angels,GØLDSTRIKE,Zøef"
2781331227561299421,20204684,2588,"Kørt maar krachtig,Bøb de Bøuwen,Øltra,Watskebørt"
-2588944412659059047,20204696,2636,"Big Bøaty,Bløb,Escøllatie,RingvaartVier"
-4722952405867442727,20204285,2376,"Søepøltjes,Escøllatie,Fiascø"
9021726052791042825,20204698,2491,"Søepøltjes,Escøllatie"
-4987074352570937441,20204699,2520,"Eerstejaars Lichte Dames 2018,Eerstejaars Zwaar,Middengroep Zwaar"
-1673012690835766653,20204702,2468,"HTopC4+,HØUDØE,VØAR-TUIG,Røy en Nina,Søepøltjes,Roy Koelman,DCl4*,Merløt,Dames Clubdubbelvier,Heren Project8+,Boot & Huysch ringvaartploeg"
-7587796121644773853,20204704,2470,"HCl8+,Heren Clubacht"
-4841910177543396776,20204709,2530,"Eerstejaars Licht 2018,Oud Licht"
-2586035705824330557,20204712,2476,"ØØGAPPELTJES,Niteø"
-1252146726009606799,20204715,2757,"HTopC4+,HØUDØE,VØAR-TUIG,Cøølman,Zøef"
6681769202225125479,20204716,2568,"Kørt maar krachtig,Bøb de Bøuwen,Øltra,Watskebørt"
8151486371694831328,20204721,2493,"Førstemannen,Sabøøtage,Desbøøt voor de smaak,Heren Clubacht"
4615695994155771042,20204724,2553,"HCl8+,Eerstejaars Zwaar"
3939597390057594830,20204725,2550,"Møartens Angels,GØLDSTRIKE"
-6051535782069866258,20204726,2656,"ØDØL,GØLDSTRIKE"
1579332405302916474,20204738,2740,"Kørt maar krachtig,Vløt,Bøb de Bøuwen,Øltra,Drøwning 2.0,Røllø,Fløw"
1983828167195853886,20204739,2594,"FC Knødde,Vløt,Bøb de Bøuwen,Drøwning 2.0,Tot de Bødem,Z Paraguas,Prøminent,Heren Project8+"
5572494992712338023,20204740,2541,"STRIJDLØSTIG,Søwiesø,STØRM,Dames Project 8+,Røllø,RingvaartVier,Z Paraguas,Dubbel Dølletjes,Boot & Huysch ringvaartploeg"
3621772618492899878,20204741,2771,"Førstemannen,Eerstejaars Zwaar,Middengroep Zwaar"
-7815855907772344823,20204745,2772,"Eerstejaars Lichte Dames,Middengroep Lichte Dames,Middengroep Dames"
-8170467825995256216,20204750,2778,
-2565817123288006361,20204754,2780,Røwls-Røyce
2547799716960172289,20204757,2784,Røwls-Røyce
1699242273372310875,20204759,2785,Eerstejaars Licht 2018
-1645181724860998220,20204766,2791,Ouderejaars Heren
-4006582955957483745,20204769,2806,"Snøøkies,Tuig van de Riggørs,Bliksøm"
-190831844058186645,20204778,2808,Øuwe Pik Øuwe Pijp 
-8093560772860620253,20204779,2792,"Øuwe Pik Øuwe Pijp ,Heren Talenten 8+,HCL8+,Eerstejaars Zwaar,Middengroep Zwaar"
-8424044323059365623,20204781,2846,"Snøøkies,Tuig van de Riggørs,Bliksøm,Pedrø"
-2985841206895868002,20204783,2804,Øuwe Pik Øuwe Pijp 
8290556222578306336,20204788,2832,"HØUDØE,Te Drøk,Nikhetøn,Nikethøn"
-4579675017215037216,20204789,2831,"Snøøkies,Tuig van de Riggørs,Bliksøm"
-8179882672449763544,20204790,2794,"LØWINNEN,Te Drøk,Nikhetøn,Nikethøn"
-6697861704982497745,20204791,2795,"HØUDØE,DTOPC4+,Te Drøk,Nikhetøn,Nikethøn"
1452494230559666962,20204792,2798,"Vløg,Nikhetøn,Nikethøn"
-7351858664671856295,20204794,2824,"LØWINNEN,Te Drøk,Nikhetøn,Nikethøn"
-3214353539719965810,20204798,2833,"Snøøkies,Bliksøm"
-4301486332911138977,20204799,2803,"Snøøkies,Bliksøm"
-1244110771026132593,20204802,2799,"Øuwe Pik Øuwe Pijp ,Heren Talenten 8+,Eerstejaars Licht,Dames Talenten 8+,Oud Licht,Tøtal løss,Oudlicht"
7341548448289001569,20204806,2850,"Vløg,Tuig van de Riggørs,Nikhetøn,Nikethøn"
-439567062505294913,20204807,2810,"Vløt,Øltra,Kørt maar krachtig"
-343657374767985000,20204810,2826,"Vløg,Krøkø,Discødip,Tuig van de Riggørs,Heren Talenten 8+,Dames Clubacht,Nikhetøn,Heren TopC4+,Nikethøn"
-3238714357555434820,20204814,2812,"Øuwe Pik Øuwe Pijp ,HCL8+,Tijgørs"
-8437948727995684634,20204816,2796,"Snøøkies,Bliksøm"
5283818697794817994,20204817,2842,"HØUDØE,Dames Talenten 8+,Eerstejaars Dames,Middengroep Dames,Dames Clubacht"
115352621107770653,20204818,2844,Øuwe Pik Øuwe Pijp 
-8077500411969041941,20204823,2825,"Ønbekømmerd,Øuwe Pik Øuwe Pijp"
83188310593825626,20204825,2816,Øuwe Pik Øuwe Pijp
-6599282343762904175,20204826,2818,"Øuwe Pik Øuwe Pijp ,Heren Talenten 8+,Eerstejaars Zwaar,Heren Clubacht,Middengroep Zwaar"
4150845680658272708,20204827,2841,Ønbekømmerd
-7837540989018922901,20204829,2847,"Snøøkies,Tuig van de Riggørs,Veløcità"
-4081934633396221743,20204451,2529,"Bøb de Bøuwen,DØLLØØS,Røllø,RingvaartVier,Dames Clubacht,Escalerøn,Despø"
478082634611062330,20204851,2922,"Sabøøtage,Bimbo\\\'s"
-7737199136878281970,20204852,2871,"Te Drøk,Nikhetøn"
4089204731109056535,20204854,2912,Tuig van de Riggørs
5434481135680767650,20204855,2947,"Tijgørs,Nikhetøn,Bliksøm,Nikethøn"
8005333993297622335,20204861,3075,"DCL8+,Dames TopC4+,Dames Clubvier - Cømme ci Cømme ça,Dames Talenten 8+"
-5341450404564076921,20204862,2906,"Tuig van de Riggørs,Dørstig Vør Gøud"
5791262947243569624,20204863,2943,"HTOPC4+,MGTopC4"
8113500590373739237,20204865,3009,"ØL ER GULL,PLUTØ,ØDØL ER GULL"
5192192770721722485,20204868,2953,"Escøllatie,Bøattrippers,RoeienMetDeRiemenDieJeHebt"
6185394938244516057,20204873,2890,"DCL8+,Eerstejaars Lichte Dames,Nøg Ønbekend,Middengroep Lichte Dames ,Dames Clubvier - Cømme ci Cømme ça"
-1773034544862017312,20204877,3056,"Sabøøtage,Bimbo\\\'s"
4678197756236661657,20204887,2910,"Døl-fijn,Nikhetøn,Nikethøn"
-2568682821632756857,20204890,3062,"ØL ER GULL,PLUTØ,ØDØL ER GULL"
5419786849097829421,20204891,2859,"Dørstig vør Gøud,Temptatiøn,Vinø,Dølgedraaid"
7712804600161893917,20204894,2983,"STRØØIERS,Zøef,Pedrø"
-7848660500045438119,20204897,3120,"Escøllatie,Bøattrippers"
-1702262624730765443,20204898,2950,"HTOPC4+,Dames Talenten 8+,Eerstejaars Zwaar,Heren Clubvier - Gerstekracht"
-5497242902565030391,20204907,3006,"ØL ER GULL,PLUTØ,Eerstejaars Zwaar,Heren Clubvier - Gerstekracht,Parøls,Pedrø,Dames Talenten 8+"
1858674280132472228,20204908,2939,"Verløren Jøngens,Heren Talenten 8+,LØUD,Eerstejaars Licht"
-834235720225139271,20204910,2897,"STØRM,Zøef"
6450968648881935006,20204911,3136,"HØYE,DØLLØØS,Røllø"
-6086459612605384872,20204912,3027,"Eerstejaars Dames,HØYE"
5692399487339003017,20204914,3017,"VØAR-TUIG,Dames Talenten 4*,Zøef"
-4808456799109575406,20204917,3080,"Escøllatie,Bøattrippers"
-2548388068948054595,20204918,2898,Løef
-8621044919762479537,20204922,2866,"Sønna,VØAR-TUIG,Høe cuz ‘vø kus,Fleur Tolmeijer"
961865872885832585,20204923,3070,"Escøllatie,RingvaartVier,Bøattrippers"
-6960734752685508991,20204927,2986,"HØYE,Dames Talenten 8+,Eerstejaars Dames"
8686383584986810752,20204928,3131,"Dørstig vør Gøud,Temptatiøn,Vinø,Dølgedraaid"
5471790928715227122,20204931,3114,"STØRM,Zøef,Fiascø"
7864534534540684764,20204941,2858,"DCL8+,Eerstejaars Dames,Middengroep Dames"
9107981117872913853,20204944,3091,"DTOPC4+,Kantje bøørd,Eerstejaars Lichte Dames"
5267906919557422615,20204947,3071,"Krøkø,Sabøøtage,Eerstejaars Lichte Dames,Middengroep Lichte Dames "
5300116208769521029,20204950,3014,"DTOPC4+,Kantje bøørd,Eerstejaars Lichte Dames"
-2893783575491931524,20204952,2982,"HTOPC4+,Dames TopC4+"
1005886419849200328,20204953,2971,"Sabøøtage,Bimbo\\\'s"
-2781857869673805520,20204954,2925,"Dørstig vør Gøud,Temptatiøn,Fiascø,Vinø,Dølgedraaid,Dames Talenten 8+"
7652066774216119863,20204956,3028,Prøcrastinatørs
-7378159878758887777,20204960,2942,HTOPC4+
-7762675447577954062,20204964,3152,"ØL ER GULL,PLUTØ,ØDØL ER GULL"
-6552179247405681344,20204966,2990,"ØL ER GULL,Heren Talenten 8+,PLUTØ,ØDØL ER GULL,Parøls,RoeienMetDeRiemenDieJeHebt,Pedrø"
6366867606806769672,20204967,3073,"HØYE,DØLLØØS,Røllø,RoeienMetDeRiemenDieJeHebt"
4052585494529912202,20204971,2864,"HTOPC4+,The Røwing Stønes,Heren Talenten 8+,Eerstejaars Licht,Tot de Bødem,Heren TopC4+"
1441245786846150724,20204981,3004,"Eerstejaars Licht,Oud Licht,Tøtal løss,Oudlicht"
4919066915172244202,20204983,2976,"VRØØM,Escøllatie,Bøattrippers,Pedrø"
560545002872954328,20204986,2928,"Escøllatie,Bøattrippers"
-2306156629051828416,20204997,3041,"HØYE,DØLLØØS,Røllø"
-5492581082609741866,20204991,2873,"Bøb de Bøuwen,Kørt maar Krachtig"
-4957429535930865411,20205001,2865,"DCL8+,Eerstejaars Dames,Middengroep Dames"
-1453689580283903328,20205004,2909,"Eerstejaars Licht,Heren Clubacht"
3596608398581797918,20205009,3069,"HØYE,Dames Talenten 8+,Røllø,Dubbel Dølletjes"
7305752660352558033,20205010,2877,"HCL8+,Bøb de Bøuwen,Eerstejaars Licht,Middengroep Zwaar"
6410095884026437331,20205013,3107,"HTOPC4+,The Røwing Stønes,MGTopC4,Eerstejaars Licht,Nøg Ønbekend,Oudlicht,Fløw"
-355302476451283223,20205014,2876,"Verløren Jøngens,Heren Talenten 8+,LØUD,Eerstejaars Licht"
6911364643311646831,20205015,2888,"Middengroep Dames,Ouderejaars Dames"
-6612478780377039024,20205020,2868,"Verløren Jøngens,LØUD"
2774209247745960470,20205023,2899,"Sønna,STØRM,Cøølman,Høe cuz ‘vø kus"
-5980185268606787382,20205025,2894,"HCL8+,Eerstejaars Zwaar,Middengroep Zwaar"
-6615917144001785870,20205027,3076,"The Røwing Stønes,Parøls"
5092349056757023972,20205030,3129,"DTOPC4+,Dames Talenten 8+,Bøøtylicious,Eerstejaars Dames,Middengroep Dames"
-8405126074310836413,20205033,3137,"Dørstig vør Gøud,Temptatiøn,Vinø,Dølgedraaid"
3418223069121722349,20205035,2995,"HTOPC4+,MGTopC4,Eerstejaars Zwaar,Nøg Ønbekend,Sødå,Scøtch"
2778925420160305303,20205037,3065,"VØAR-TUIG,Zøef"
-4206409794739109737,20205043,2875,"HØYE,Dames Talenten 8+,DØLLØØS,Røllø,Dubbel Dølletjes,Escalerøn"
312829200076974539,20205045,2929,"GØLDSTRIKE,Escøllatie,Bøattrippers"
2931716792570107458,20205050,2975,"Sabøøtage,Bimbo\\\'s"
-6399493596682217179,20205051,2969,"Bøb de Bøuwen,Eerstejaars Dames,Middengroep Dames"
-3103062185408885107,20205057,3087,"ØL ER GULL,PLUTØ,ØDØL ER GULL"
5802366684633767795,20205058,2956,"Tuig van de Riggørs,RoeienMetDeRiemenDieJeHebt,Øya Lélé"
-7749784344331011771,20205060,2946,"DTOPC4+,Dames Talenten 4*,Bøøtylicious,Eerstejaars Lichte Dames,Middengroep Lichte Dames ,Fløw"
-8746942390656295246,20205062,3037,"Dørstig vør Gøud,Temptatiøn,Vinø,Dølgedraaid,Heren Project8+"
4962684328666233106,20205064,2923,"VØAR-TUIG,Zøef"
-4555060004506103813,20205067,2862,"DTOPC4+,Kantje bøørd,Eerstejaars Dames,Kabøters"
-1202822069604934946,20205069,3128,"The Røwing Stønes,Tørpedo"
-3301910756869090263,20205072,3048,"DTOPC4+,Bøøtylicious,Kantje bøørd,RoeienMetDeRiemenDieJeHebt"
-279677732251325610,20205073,3052,"DTOPC4+,The Røwing Stønes,Nikethøn,Sødå,Scøtch,Dames Project8+"
-1343218983796596573,20205079,2967,"DTOPC4+,Kantje bøørd"
3313671079882717819,20205085,2936,"Verløren Jøngens,Heren Talenten 8+,LØUD,Eerstejaars Licht,Køhn,Eerstejaars Dames"
-4239968998360171722,20205090,2863,"Sabøøtage,Bimbo\\\'s"
-6549919709279094723,20205092,3124,"STØRM,Røllø,Dubbel Dølletjes,DØLLØØS"
4953839317017934982,20205093,2867,"Eerstejaars Zwaar,Middengroep Zwaar,Ouderejaars Heren"
2004113356792380571,20205094,2964,"HTOPC4+,Heren Talenten 8+,Bøøtylicious,MGTopC4,Heren Clubacht,Øzøsnel,Eerstejaars Zwaar,Dames Clubvier - Cømme ci Cømme ça"
4483710958842209049,20205095,3003,"DTOPC4+,Dames Talenten 4*,Eerstejaars Lichte Dames"
-402661206271890006,20205098,2902,"Sabøøtage,Bimbo\\\'s"
3012054289736324430,20205101,3049,"STØRM,Zøef,Parøls"
2839891866595511585,20205103,2932,"HTOPC4+,Bøøtylicious,MGTopC4,Dames TopC4+"
-7110145856493788537,20205109,2881,"Verløren Jøngens,LØUD,Eerstejaars Licht"
5245763224187208,20205112,3140,"Bløb,HTOPC4+,Bøb de Bøuwen,Dames Talenten 8+,Heren Clubacht,DØLLØØS,Røllø,Eerstejaars Lichte Dames"
-5108542912345205434,20205113,3008,"STRØØIERS,Øzøsnel,Merløt"
5974093196840448777,20205117,3110,"Apøllø,Zøef,Heren Clubvier - Gerstekracht"
-6446676388765320533,20205121,3103,"VØAR-TUIG,Zøef"
-5891906932551223368,20205126,3047,"HTOPC4+,Bøøtylicious,MGTopC4,Dames TopC4+,Fiascø"
3446894934887174974,20205131,2955,"DCL8+,DCl4*,Dames Clubdubbelvier,Heren Talenten 8+"
-4070282333865474071,20205132,2985,Eerstejaars Licht
1285873275407529710,20205154,3162,"Støk,Gøld riggers"
-3997177708282334894,20205163,3196,"Bliksøm,Veløcità"
-560029270103445958,20205169,3181,"Bøøtylicious,Eerstejaars Dames,Dames Clubacht"
-2896441324147745624,20205171,3220,Bliksøm
-3701739160274359293,20205173,3207,"Dames Talenten 4*,LØUD,Køhn,Eerstejaars Lichte Dames"
6448165865741690600,20205174,3184,"Dames Talenten 8+,Zøøitje,Bøatycall"
-3558745846910853971,20205175,3192,"Valhalla,Døørhalen,Waterscøøter "
-5562265291634653923,20205178,3219,"Bøøtylicious,Bøattrippers,Veløcità"
5197121175551744712,20205179,3182,"Bøøtylicious,Dames Clubacht,Bøattrippers,Eerstejaars Lichte Dames"
4804040628628002959,20205180,3214,"Døørhalen,Løud,Waterscøøter "
-1751666076798811110,20205181,3238,"LØUD,Dames Clubacht,Eerstejaars Dames,Kabøters"
1015233602584194619,20205183,3218,"Bøøtylicious,Bøattrippers"
-8728866594498113997,20205185,3170,"Valhalla,Døørhalen,Waterscøøter "
-8288832647772359961,20205186,3209,"Høe cuz ‘vø kus,Winøs,Øya Lélé,Pedrø,Høe cuz \'vo kus"
5491526671733270423,20205188,3215,"Høe cuz ‘vø kus,Winøs,Høe cuz \'vo kus"
-8366514899631533437,20205193,3239,"U-Bøot,Stuurløøs,Løef,Waterscøøter ,Tørpedo"
-4718843190618136798,20205195,3200,"Høe cuz ‘vø kus,Winøs,Øya Lélé,Høe cuz \'vo kus"
-76619375250383446,20205196,3230,"Valhalla,Døørhalen"
6033654048457747910,20205199,3179,"Zøøitje,PLUTØ"
8065685948741576131,20205201,3198,"Høe cuz ‘vø kus,Winøs,Spøed,Høe cuz \'vo kus"
-3555830264905491490,20205202,3210,"Dames Talenten 4*,Zøøitje,DCl4*,Dubbel Dølletjes,Dames Project8+"
3353158628046472266,20205206,3245,"Valhalla,Døørhalen,Waterscøøter "
-4275841857144471566,20205207,3183,"LØUD,Dubbel Dølletjes"
8087684563176205070,20205208,3175,"U-Bøot,Høe cuz ‘vø kus,Winøs,Høe cuz \'vo kus"
-8489761080022070982,20205210,3216,Bliksøm
-6455096780926742632,20205211,3206,"Bøøtylicious,Bøattrippers"
8047497867054066341,20205212,3224,PLUTØ
9106456852388367209,20205214,3193,"PLUTØ,Parøls"
-1654144313536212891,20205215,3186,"Zøøitje,Løud,Dubbel Dølletjes"
1767562199703764389,20205216,3197,"Høe cuz ‘vø kus,Winøs,Høe cuz \'vo kus"
-1925577630331182045,20205221,3231,"Valhalla,Døørhalen"
-7026051355477124801,20205224,3195,"Valhalla,Døørhalen,Løef,Waterscøøter "
7858777915236613515,20205225,3177,PLUTØ
-1933613184255302961,20205227,3169,"Heren Talenten 8+,Høe cuz ‘vø kus,Winøs,Bøatycall,Øya Lélé,Høe cuz \'vo kus"
-3152653623764246538,20205229,3243,"U-Bøot,Stuurløøs,Løef,Tørpedo"
1141564123956241358,20205232,3203,"Zøøitje,DCl4*,Dames Clubdubbelvier"
-1299415906582120373,20205234,3171,"U-Bøot,Stuurløøs"
-8587352968425878663,20205238,3185,LØUD
8503574611876292132,20205245,3497,"DØLLØØS,Escalerøn"
-3036893398543983862,20205246,3337,"Winøs,Dølgedraaid"
-143481595124824508,20205248,3476,Spøed
2783136819579082414,20205250,3281,Wijnøn
-4834518515338706543,20205253,3493,"Gøld riggers,Gøldriggers X prølatiø"
7017319697812528227,20205256,3512,"Escalerøn,DØLLØØS"
-6094614447873251193,20205257,3255,"Middengroep Lichte Dames,Eerstejaars Zwaar"
8029094194815962067,20205263,3304,Ouderejaars Dames
866956666241763169,20205264,3334,"Heren TopC4+,Dames TopC4+,Boy ødelagt"
5594263805092014702,20205266,3394,"Gøld riggers,Gøldriggers X prølatiø"
-7888833279547083808,20205268,3536,"Eerstejaars Licht,Oudlicht"
-1828141362992174346,20205272,3315,"Heren Clubacht,Boy ødelagt"
7516751298228870906,20205275,3539,"Heren TopC4+,Eerstejaars Licht"
7077535101930072948,20205276,3346,Dølgedraaid
-3797475780673238807,20205277,3261,Spøed
5367185234434722497,20205278,3403,"DCl4*,Prølatiø,Heren Clubacht"
-5918248058485927383,20205280,3310,"Prølatiø,Gøldriggers X prølatiø"
-2846978371868395813,20205281,3307,"Tøtal løss,Watskebørt,Sabøøtage,Dames Project8+"
2523105241991678146,20205284,3344,ØLYMPILS
-3708891769317941458,20205285,3451,"Heren TopC4+,Boy ødelagt"
2198917128111566238,20205286,3301,"Eerstejaars Zwaar,Middengroep Zwaar"
165545088265442502,20205287,3324,"Gøld riggers,Gøldriggers X prølatiø"
2655448758734529525,20205289,3290,Ouderejaars Heren
-428367056528232304,20205290,3264,"Winøs,Carpe Nøctem,Dølgedraaid"
